# schema=shastry-sutherland-full-spin-isotypic-primal-values-v1
# model_mof_sha256=041d82091fdf8be08f6ef549c10b4ac359ced4f3d7048a59ccf94ba0231b13da
# runmeta_sha256=4cc9b50612d9fcc986610c533ea2a2ca5cdb76480f2efb9360ab5c0cdf488bc3
index	name	float64_bits
162	full_spin_isotypic_invariant_moment[162]	1011111100110000100100100100111001111011000101000000110111011001
163	full_spin_isotypic_invariant_moment[163]	1011111011110100001010111100011101111011011011011100110010010100
164	full_spin_isotypic_invariant_moment[164]	0011111011111101000100101110100111000011000001000011100101100100
165	full_spin_isotypic_invariant_moment[165]	1011111011110100001010111100011101111011011010110101100010001100
166	full_spin_isotypic_invariant_moment[166]	0011111011111101000100101110100111000011000000100110010011000000
167	full_spin_isotypic_invariant_moment[167]	1011111100101110010111101110101011011100101011111001110011100110
168	full_spin_isotypic_invariant_moment[168]	1011111100011010100000000011110000100111010110111010011111110001
169	full_spin_isotypic_invariant_moment[169]	0011111100010100011111101100100111111111010101100011110000011101
170	full_spin_isotypic_invariant_moment[170]	1011111100011010100000000011110000100111010110111001110011111111
171	full_spin_isotypic_invariant_moment[171]	0011111100010100011111101100100111111111010101011101000011101010
172	full_spin_isotypic_invariant_moment[172]	1011111100101010011011101110000100011010001010100010110000010101
173	full_spin_isotypic_invariant_moment[173]	1011111011110100001000001101001110001011000001110101110000100110
174	full_spin_isotypic_invariant_moment[174]	0011111100000110101100101110010100110101011111010100101100001010
175	full_spin_isotypic_invariant_moment[175]	1011111011110100001000001101001110001011000000111101010110101011
176	full_spin_isotypic_invariant_moment[176]	0011111100000110101100101110010100110101011111000011011100110001
177	full_spin_isotypic_invariant_moment[177]	1011111100101110010111101110101011011100101011100101100011001000
178	full_spin_isotypic_invariant_moment[178]	1011111100000110110011101001110111100000110100011010100100011010
179	full_spin_isotypic_invariant_moment[179]	1011111100101110010111101110101011011100101011101110000000001011
180	full_spin_isotypic_invariant_moment[180]	1011111100000110110011101001110111100000110010100000111000100101
181	full_spin_isotypic_invariant_moment[181]	1011111100101010011011101110000100011010001010010010000111101001
182	full_spin_isotypic_invariant_moment[182]	0011111011111010001011111110111010010010111011000110000011101010
183	full_spin_isotypic_invariant_moment[183]	1011111100101010011011101110000100011010001010011001000000110010
184	full_spin_isotypic_invariant_moment[184]	0011111011111010001011111110111010010010111101010011111111011000
185	full_spin_isotypic_invariant_moment[185]	0011111100010100011111101100100111111111010101101000110001011110
186	full_spin_isotypic_invariant_moment[186]	1011111100011010100000000011110000100111010110101100100100100000
187	full_spin_isotypic_invariant_moment[187]	0011111100010100011111101100100111111111010101100100101011111100
188	full_spin_isotypic_invariant_moment[188]	0011111100000110101100101110010100110101011111100100011000110011
189	full_spin_isotypic_invariant_moment[189]	1011111011110100001000001101001110001011000001000000100100000110
190	full_spin_isotypic_invariant_moment[190]	0011111100000110101100101110010100110101011111001010010100110001
191	full_spin_isotypic_invariant_moment[191]	0011111100010100011111101100100111111111010101010100010101110010
192	full_spin_isotypic_invariant_moment[192]	0011111100100100001110000111011100000010111001001100111000000010
193	full_spin_isotypic_invariant_moment[193]	0011111100000110101100101110010100110101011111000000101001001011
194	full_spin_isotypic_invariant_moment[194]	0011111100010100111000001110111110110011011010111111101100001111
195	full_spin_isotypic_invariant_moment[195]	0011111100010100011111101100100111111111010101001100010000010011
196	full_spin_isotypic_invariant_moment[196]	0011111100000110101100101110010100110101011110100100011001111101
197	full_spin_isotypic_invariant_moment[197]	1011111100101011001000000000111001110010100111011000010101000011
198	full_spin_isotypic_invariant_moment[198]	1011111100101011111001111110101110001100010101010001100011000110
199	full_spin_isotypic_invariant_moment[199]	1011111100101011001000000000111001110010100111001000110011000110
200	full_spin_isotypic_invariant_moment[200]	1011111100010000110110100001010011010001000010111101110001000001
201	full_spin_isotypic_invariant_moment[201]	1011111100101011001000000000111001110010100111001001010101100111
202	full_spin_isotypic_invariant_moment[202]	1011111100010000110110100001010011010001000010111011111100110110
203	full_spin_isotypic_invariant_moment[203]	1011111100100111001000011101011000100011000010110101001000111001
204	full_spin_isotypic_invariant_moment[204]	0011111100101000100001100111110011110001000110001100001110001110
205	full_spin_isotypic_invariant_moment[205]	1011111100100111001000011101011000100011000010100100101011101101
206	full_spin_isotypic_invariant_moment[206]	1011111011010000010001011001000001000001001101100001101000011101
207	full_spin_isotypic_invariant_moment[207]	1011111100100111001000011101011000100011000010110110010110111001
208	full_spin_isotypic_invariant_moment[208]	1011111011010000010001011001000001000001001011010110101110010110
209	full_spin_isotypic_invariant_moment[209]	1011111100101000111010001001110000110000001111110110001000101111
210	full_spin_isotypic_invariant_moment[210]	1011111100100110101001101101100111110001111110111011011001101110
211	full_spin_isotypic_invariant_moment[211]	1011111100000001011100100100011100000001011111000001000111011101
212	full_spin_isotypic_invariant_moment[212]	1011111100100110101001101101100111110001111110110011011001010011
213	full_spin_isotypic_invariant_moment[213]	1011111100000001011100100100011100000001011111011001111011110001
214	full_spin_isotypic_invariant_moment[214]	0011111100100110101110010010010101111101110101000110111111100100
